,incident_date,state,city_or_county,address,killed,injured
2936,May 20 2018,Indiana,Anderson,1604 Madison Ave,0,4.0
2939,May 16 2018,Texas,Ponder,610 Lone Star Park Ln,5,1.0
2942,May 13 2018,California,Stockton,2436 Belleview St,3,2.0
2944,May 12 2018,Nebraska,Omaha,3201 Decatur St,0,6.0
2945,May 12 2018,New Jersey,Paulsboro,275 W Buck St,0,4.0
2946,May 11 2018,Missouri,Saint Louis,4800 block of Farlin Ave,0,4.0
2948,May 9 2018,Missouri,Saint Louis,5200 block of Minerva Avenue,0,4.0
2950,May 7 2018,California,San Diego,15th St and J St,0,5.0
2953,May 5 2018,Georgia,Columbus,4944 Sentry Street,0,5.0
2955,May 4 2018,Illinois,Chicago Heights,200 block of E 23rd St,0,4.0
2956,May 2 2018,Illinois,Chicago,3500 block of W Grenshaw St,1,4.0
2957,May 2 2018,Minnesota,Minneapolis,2400 block of Ogema Place,0,5.0
2958,May 2 2018,New York,Brooklyn,333 Bristol St,1,4.0
2959,May 1 2018,Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5.0
2960,April 30 2018,Florida,Pompano Beach,4251 N Dixie Hwy,0,4.0
2961,April 30 2018,District of Columbia,Washington,3600 block of New York Ave NE,0,4.0
2964,April 29 2018,North Carolina,Monroe,1500 block of Massey St,1,3.0
2965,April 29 2018,Florida,West Palm Beach,1969 S Military Trail,1,3.0
2966,April 28 2018,North Carolina,Maxton,Modest Rd,0,5.0
2967,April 25 2018,Arkansas,Pine Bluff,300 block of West 24th Street,0,4.0
2968,April 25 2018,Missouri,Saint Louis,1151 Northdale Dr,3,1.0
2971,April 22 2018,Louisiana,New Orleans,1900 block of St Roch Ave,2,4.0
2972,April 21 2018,Pennsylvania,Philadelphia,1800 block of W Diamond St,2,2.0
2974,April 18 2018,North Carolina,Asheville,73 Hansel Ave,4,3.0
2976,April 9 2018,California,Vallejo,201 Maine St,0,4.0
2977,April 8 2018,North Carolina,Hickory,247 1st Ave NW,1,3.0
2978,April 8 2018,Florida,Miami,1300 block of NW 63rd Terrace,2,2.0
2981,April 4 2018,Louisiana,New Orleans,3300 Garden Oaks Drive,2,2.0
2982,April 2 2018,Texas,Houston,8500 block of Redcliff Rd,1,3.0
2983,April 1 2018,Alabama,Mobile,3556 Halls Mill Rd,1,4.0
2988,March 24 2018,Utah,Salt Lake City (West Valley City),3180 South 5600 West,0,4.0
2989,March 21 2018,California,San Francisco,949 Geneva Ave,1,5.0
2990,March 17 2018,Kentucky,Louisville,2928 W Kentucky St,0,7.0
2991,March 17 2018,Illinois,Harvey,16700 S Halsted St,0,4.0
2992,March 13 2018,Florida,Macclenny,South Blvd,0,4.0
2993,March 12 2018,California,Modesto,2000 block of Robertson Rd,0,4.0
2995,March 11 2018,Illinois,Champaign,700 block of N Hickory St,1,3.0
2997,March 9 2018,North Carolina,Wadesboro,1300 E Caswell St,3,1.0
2998,March 7 2018,Alabama,Hurtsboro,531 Main Street,2,2.0
2999,March 4 2018,Illinois,Rockford,426 Howard Ave,1,4.0
3001,March 3 2018,Florida,Miami,1300 Block of NW 62nd Ln,0,4.0
3005,February 18 2018,Texas,San Antonio,2893 Cinema Ridge,0,5.0
3007,February 17 2018,Tennessee,Memphis,3188 N Watkins Ave,0,5.0
3009,February 14 2018,Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17.0
3010,February 13 2018,Louisiana,New Orleans,5400 block of Andry St,2,3.0
3012,February 10 2018,Kentucky,Paintsville,413 Mill St,5,0.0
3013,February 7 2018,Florida,Lake Worth (Lantana),I-95 and Lantana Ave,3,3.0
3014,February 5 2018,Colorado,Colorado Springs,4225 Galley Rd,2,4.0
3015,February 3 2018,Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,1,5.0
3016,January 31 2018,Missouri,Saint Louis,Goodfellow Blvd and Dr Martin Luther King Dr,0,4.0
3018,January 28 2018,Indiana,Indianapolis,1313 N Sherman Dr,2,3.0
3019,January 28 2018,Pennsylvania,Reading,123 S 3rd St,4,0.0
3020,January 27 2018,Kentucky,Bowling Green,645 Pearl Street,0,4.0
3021,January 27 2018,California,Los Angeles,243 East 119th St,0,5.0
3023,January 23 2018,Kentucky,Benton,416 High School Rd,2,14.0
3024,January 23 2018,Pennsylvania,Philadelphia,N 24th St and Ridge Ave,0,4.0
3026,January 21 2018,Illinois,Chicago,3200 W Division St,0,4.0
3029,January 14 2018,Alabama,Eutaw,809 Mesopotamia St,1,4.0
3030,January 14 2018,Alabama,Madison,101 Westchester Dr,0,4.0
3031,January 12 2018,Tennessee,Nashville,2614 Jenkins Ct,3,2.0
3034,January 7 2018,Florida,Plantation,5225 W Broward Blvd,0,4.0
3035,January 5 2018,Mississippi,Hattiesburg,6168 US 49,0,6.0
3036,January 4 2018,Arkansas,Brinkley,615 W 6th St,1,3.0
3037,January 1 2018,Alabama,Huntsville,2025 Sparkman Dr NW,1,3.0
3040,December 31 2017,New Jersey,Long Branch,635 Wall St,4,0.0
3041,December 27 2017,Nevada,Las Vegas,3750 E Bonanza Rd,2,2.0
3043,December 24 2017,Mississippi,Vicksburg,1111 Mulberry Street,0,5.0
3044,December 24 2017,Alabama,Troy,100 block of Chapman St,1,4.0
3045,December 23 2017,Louisiana,Eunice,100 block of City Avenue,1,3.0
3048,December 21 2017,Louisiana,Lafayette,1500 block of N University Avenue,0,4.0
3049,December 16 2017,Mississippi,Mc Cool (Mccool),Ferguson Rd,0,4.0
3051,December 13 2017,Ohio,Columbus,200 block of E Barthman Ave,1,3.0
3052,December 12 2017,Kentucky,Louisville,17th and Gallagher Streets,0,4.0
3053,December 12 2017,Texas,Garland,1301 Rivercrest Ln,0,4.0
3055,December 6 2017,Illinois,Chicago,4620 N Broadway,0,4.0
3057,December 3 2017,Tennessee,Memphis,656 Marshall Ave,1,3.0
3058,December 2 2017,Michigan,Detroit,5200 Woodward Avenue,0,4.0
3062,November 18 2017,Minnesota,Minneapolis,3600 block of N Emerson Ave,0,4.0
3064,November 16 2017,Georgia,Columbus,1400 block of 15th Street,0,7.0
3067,November 12 2017,Indiana,Gary,4601 Melton Rd,0,7.0
3068,November 12 2017,California,Fresno,S Calvin Ave,0,5.0
3070,November 11 2017,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3.0
3071,November 11 2017,North Carolina,Fayetteville,2835 Bragg Blvd,1,5.0
3074,November 9 2017,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4.0
3075,November 5 2017,Texas,Sutherland Springs,216 4th St,27,20.0
3077,November 4 2017,Ohio,Youngstown,2810 Market St,0,4.0
3078,November 4 2017,California,Santa Monica,1515 Ocean Avenue,1,3.0
3082,November 3 2017,Louisiana,Lacombe,27600 block of Mirmar Street,1,4.0
3085,October 28 2017,Virginia,Petersburg,N Sycamore St and Franklin,1,3.0
3087,October 27 2017,California,San Francisco,1100 block of Fillmore,0,4.0
3088,October 23 2017,California,Clearlake Oaks,13000 block of Anchor Village,2,3.0
3089,October 22 2017,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4.0
3090,October 22 2017,Alabama,Lanett,1606 19th St Sw,2,7.0
3091,October 21 2017,Florida,Tampa,400 block of E Nordica St,0,4.0
3092,October 21 2017,Florida,Jacksonville,164 E Eubanks St,0,4.0
3093,October 21 2017,Tennessee,Nashville,1277 12th Ave S,0,4.0
3095,October 18 2017,Maryland,Edgewood,2111 Emmorton Park Rd,3,3.0
3096,October 17 2017,New York,Brooklyn,181 Martense St,0,4.0
3101,October 11 2017,Ohio,Pedro,15497 SR 93,4,0.0
3107,October 3 2017,Florida,Miami,2051 NW 65th St,0,4.0
3109,October 1 2017,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441.0
3111,September 28 2017,Louisiana,New Orleans,2001 N Rocheblave St,1,3.0
3115,September 24 2017,Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4.0
3116,September 24 2017,Tennessee,Antioch,3890 Pin Hook Rd,1,8.0
3117,September 24 2017,New York,Syracuse,1226 E Fayette St,0,4.0
3119,September 24 2017,New Jersey,Mays Landing,6000 block of Hoover Dr,1,3.0
3122,September 23 2017,Connecticut,Hartford,1164 Albany Ave,2,2.0
3123,September 20 2017,Indiana,Gary,4300 block of 23rd Ct,0,5.0
3124,September 17 2017,Michigan,Detroit,5000 block of Stanton Street,1,3.0
3126,September 16 2017,South Carolina,Columbia,920 Lady Street,0,8.0
3127,September 15 2017,Illinois,Chicago,4700 block of S Fairfield Ave,4,0.0
3129,September 13 2017,Washington,Rockford,14626 S Jackson Rd,1,3.0
3131,September 13 2017,Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4.0
3133,September 10 2017,Louisiana,New Orleans,2101 N Claiborne Ave,1,3.0
3134,September 9 2017,Alabama,Selma,Kings Bend Road,0,4.0
3140,August 28 2017,New Mexico,Clovis,701 N Main St,2,4.0
3141,August 27 2017,California,Sacramento,7760 24th St,1,4.0
3147,August 21 2017,North Carolina,Whitakers,980 Fishing Creek Rd,4,0.0
3148,August 21 2017,New Jersey,Newark,700 block of S 19th St,1,3.0
3149,August 21 2017,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3.0
3150,August 21 2017,Tennessee,Memphis,262 Decatur St,0,4.0
3151,August 20 2017,New York,Brooklyn,100th St and Ave M,0,4.0
3152,August 20 2017,Illinois,Chicago,11901 S Loomis St,2,5.0
3153,August 19 2017,Ohio,Cleveland,11143 Superior Ave,1,4.0
3155,August 14 2017,California,North Hollywood,Morrison St and Klump Ave,2,2.0
3157,August 13 2017,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4.0
3158,August 13 2017,Virginia,Suffolk,8700 block of Quay Rd,0,4.0
3159,August 12 2017,Missouri,Saint Louis,12310 Bellefontaine Rd,1,3.0
3162,August 6 2017,New York,Bronx,Unionport Rd,0,4.0
3164,August 5 2017,New Jersey,Lakewood,900 block of Brook Road,0,4.0
3165,August 5 2017,South Carolina,Allendale,300 block of Ellis St,1,3.0
3167,August 4 2017,Montana,Lodge Grass,200 block of North Helen Street,3,2.0
3168,August 3 2017,District of Columbia,Washington,3426 18th St NE,1,3.0
3169,August 2 2017,Maryland,Baltimore,900 block of N Broadway,0,4.0
3173,July 31 2017,Illinois,Decatur,Jasper St and Main St,0,4.0
3174,July 30 2017,Texas,El Paso,1810 George Dieter Dr,1,3.0
3179,July 27 2017,Illinois,Chicago,2000 block of E 71st St,1,4.0
3181,July 25 2017,Florida,Jacksonville,1040 Golfair Boulevard,1,3.0
3184,July 22 2017,Ohio,Cincinnati,130 E Clifton Ave,0,5.0
3185,July 19 2017,Virginia,Richmond,2300 block of Bethel St,0,5.0
3186,July 19 2017,California,Los Angeles,Imperial Hwy and Broadway,1,3.0
3189,July 18 2017,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4.0
3190,July 15 2017,Pennsylvania,Philadelphia,21st and Fitzwater,1,3.0
3192,July 9 2017,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7.0
3193,July 8 2017,Illinois,Alton,700 block of Oakwood Ave,0,4.0
3194,July 8 2017,Ohio,Cincinnati,9917 Capstan Dr,1,8.0
3199,July 4 2017,Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4.0
3202,July 3 2017,Alabama,Prattville,112 US 82,3,1.0
3203,July 3 2017,Michigan,Pontiac,50 block of Thorpe St,1,3.0
3207,July 1 2017,Illinois,Momence,2727 S 13000 Rd E,0,4.0
3208,July 1 2017,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2.0
3214,June 24 2017,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4.0
3215,June 24 2017,New York,New York (Manhattan),114th St and Manhattan Ave,0,5.0
3216,June 24 2017,New Jersey,Willingboro,Pastoral Lane,0,4.0
3217,June 22 2017,Georgia,Atlanta,1100 block of Osborne Street,1,6.0
3218,June 18 2017,Missouri,Saint Louis,1900 block of N 14th St,3,2.0
3220,June 18 2017,Illinois,Chicago,3300 block of W Crystal St,0,4.0
3223,June 17 2017,Ohio,Columbus,6252 Busch Blvd,1,4.0
3227,June 14 2017,Ohio,Canton,14th St NE and Gibbs Ave NE,0,4.0
3228,June 14 2017,California,San Francisco,720 San Bruno,4,2.0
3230,June 13 2017,Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2.0
3231,June 13 2017,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4.0
3232,June 11 2017,Illinois,Chicago,3300 block of W Douglas Blvd,0,9.0
3234,June 11 2017,Texas,Houston,505 Cypress Station Dr,0,4.0
3236,June 9 2017,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5.0
3237,June 8 2017,Louisiana,New Orleans,3650 Franklin Ave,0,6.0
3238,June 6 2017,Utah,Sandy,2232 Alta Canyon Drive,3,2.0
3239,June 5 2017,Florida,Orlando,2427 Forsyth Rd,6,0.0
3241,June 3 2017,Louisiana,New Orleans,3717 Tulane Ave,3,2.0
3242,June 2 2017,California,Los Angeles,89th St and Broadway,1,3.0
3244,June 1 2017,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1.0
3247,May 28 2017,Alabama,Phenix City,100 block of 6th Street South,0,12.0
3248,May 28 2017,New Jersey,Paterson,86 Main Street,1,5.0
3249,May 28 2017,Mississippi,Moss Point,6103 Hwy. 63,0,5.0
3252,May 27 2017,Mississippi,Bogue Chitto,2871 Lee Dr,8,1.0
3254,May 21 2017,Iowa,Des Moines,4300 Beaver Dr,1,3.0
3257,May 16 2017,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1.0
3261,May 14 2017,Texas,Fort Worth,8600 block of Calmont Ave,0,4.0
3264,May 7 2017,Illinois,Chicago,2600 block of 46th Pl,2,8.0
3265,May 4 2017,Michigan,Flint,600 block of Copeman Boulevard,1,3.0
3266,May 2 2017,Florida,Jacksonville,1566 West 24th Street,1,3.0
3270,April 30 2017,Florida,Jacksonville,1200 Ken Knight Dr N,0,5.0
3272,April 29 2017,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3.0
3274,April 29 2017,California,Whittier,10000 block of Carmentia Rd,1,5.0
3277,April 29 2017,Virginia,Virginia Beach,200 block of 18th St,0,4.0
3279,April 27 2017,New Jersey,Newark,1100 block of S Orange Ave,1,3.0
3280,April 26 2017,Florida,Miami,SW 264th St and 139th Ave,0,4.0
3282,April 20 2017,Kentucky,Louisville,700 block of East Jacob Street,0,4.0
3283,April 16 2017,California,Vallejo,110 Calhoun Street,0,4.0
3287,April 15 2017,Pennsylvania,Philadelphia,5900 block of Hammond St,0,4.0
3291,April 15 2017,California,Banning,900 block of N Allen St,0,4.0
3292,April 13 2017,Georgia,Atlanta,30 Anderson Ave SW,1,3.0
3295,April 7 2017,North Carolina,Hickory,1423 29th Ave Dr NE,3,1.0
3296,April 7 2017,Texas,Houston,3829 Mount Pleasant St,5,0.0
3297,April 7 2017,Minnesota,Saint Paul,1600 block of English St,4,1.0
3299,April 6 2017,Louisiana,Lake Charles,2000 block of Tulip St,1,3.0
3300,April 3 2017,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1.0
3304,April 1 2017,California,Pittsburg,100 block of Madoline Street,0,5.0
3305,April 1 2017,Florida,Tampa,219 S Howard Ave,1,4.0
3306,April 1 2017,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3.0
3307,March 30 2017,Illinois,Chicago,2704 E 75th St,4,0.0
3309,March 26 2017,Ohio,Cleveland,E 75th St,2,2.0
3312,March 25 2017,Tennessee,Knoxville,Minnesota Ave,1,4.0
3316,March 24 2017,Missouri,Saint Louis,5100 block of Palm St,1,6.0
3317,March 22 2017,Wisconsin,Rothschild,1133 E Grand Ave,5,0.0
3323,March 7 2017,Illinois,Chicago,W 76th St and S May St,0,4.0
3325,March 4 2017,Kansas,Topeka,SE Bellview Ave and SE 23rd St,1,4.0
3329,February 28 2017,Ohio,Cincinnati,1700 of Casey Dr,0,6.0
3331,February 26 2017,Indiana,Gary,1700 Grant St,1,4.0
3334,February 22 2017,New York,Rochester,191 Genesee St,0,4.0
3335,February 21 2017,Ohio,Cleveland,16700 Lorain Ave,0,4.0
3337,February 20 2017,Ohio,Cleveland,1082 East 105th Street,0,5.0
3338,February 19 2017,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3.0
3340,February 18 2017,Indiana,South Bend,1000 block of Yukon St,1,3.0
3341,February 15 2017,California,Salinas,30 Soledad Street,0,4.0
3342,February 15 2017,Illinois,Chicago,3949 South Albany Avenue,3,2.0
3343,February 12 2017,Missouri,Caruthersville,908 Truman Blvd,1,6.0
3344,February 12 2017,New York,Newburgh,253 South William Street,1,3.0
3345,February 12 2017,Florida,Greenville,Church Ave and Obadiah St,0,5.0
3346,February 11 2017,Illinois,Chicago,100 block of N Mayfield,1,3.0
3347,February 11 2017,Tennessee,Savannah,Clifton Road and Midway Drive,0,4.0
3348,February 10 2017,Louisiana,New Orleans,2nd St and Dryades St,1,5.0
3350,February 8 2017,Ohio,Cleveland,16379 Euclid Ave,1,4.0
3351,February 7 2017,South Carolina,Columbia,5500 block of Fairfield Road,0,4.0
3352,February 7 2017,Arkansas,Little Rock,25 Par Drive,1,4.0
3354,January 31 2017,Tennessee,Memphis,1576 S White Station Rd,0,4.0
3356,January 30 2017,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4.0
3358,January 27 2017,Washington,Bremerton,Tenino Dr W,4,0.0
3359,January 27 2017,Tennessee,Brownsville,221 Morgan St,0,10.0
3360,January 26 2017,Georgia,Albany,1510 Maryland Drive,2,3.0
3361,January 25 2017,Illinois,Chicago,500 block of E 75th St,0,6.0
3363,January 22 2017,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4.0
3366,January 21 2017,Florida,Boynton Beach,500 NE 2nd St,0,5.0
3367,January 21 2017,Tennessee,Memphis,500 block of Delta Road,2,2.0
3368,January 20 2017,Mississippi,Como,Smart Road,1,4.0
3369,January 20 2017,California,Fresno,4700 block of E Montecito Ave,0,4.0
3370,January 16 2017,Texas,Houston,8535 Martin Luther King Boulevard,0,4.0
3371,January 16 2017,Florida,Miami,6011 NW 32nd Ave,0,8.0
3372,January 15 2017,Colorado,Capulin,County Road Y,3,1.0
3374,January 12 2017,Missouri,Kansas City,8607 E 61st Terrace,3,2.0
3376,January 11 2017,New Jersey,Newark,Hawkins Street and Christie Street,1,3.0
3378,January 7 2017,Michigan,Flint,2500 block of Churchill Ave,1,3.0
3385,January 1 2017,Florida,Miami,8000 block of NW 14th Ave,0,7.0
3392,December 25 2016,Alabama,Ozark,858 US-231,0,4.0
3396,December 23 2016,Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3.0
3397,December 23 2016,Illinois,Chicago,4900 block of W Hubbard,0,4.0
3399,December 17 2016,North Carolina,Charlotte,4115 N. Tryon Street,0,4.0
3403,December 11 2016,New York,Brooklyn,192 Knickerbocker Ave,0,4.0
3404,December 11 2016,Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4.0
3405,December 11 2016,Maryland,Baltimore,3916 South Hanover Street,0,5.0
3410,December 3 2016,California,Los Angeles,91st Street and Western Avenue,0,6.0
3411,December 2 2016,New Jersey,Bloomfield,3 1st Ave,0,6.0
3412,December 1 2016,California,Clearlake Oaks,,1,3.0
3413,November 30 2016,Maryland,Baltimore,2901 Garrison Blvd,2,4.0
3418,November 27 2016,Missouri,Kansas City,Gregory and Prospect,0,7.0
3419,November 26 2016,Illinois,Chicago,8800 block of S Exchange Ave,1,5.0
3422,November 24 2016,New York,Albany,77 Central Ave,1,3.0
3425,November 18 2016,Illinois,Chicago,5000 block of W Wabansia,0,4.0
3426,November 17 2016,Tennessee,Dyersburg,160 Longfellow,1,7.0
3429,November 13 2016,California,San Diego,3800 block of Marlborough Avenue,3,2.0
3436,November 9 2016,Washington,Seattle,1524 3rd Ave,0,5.0
3437,November 9 2016,Illinois,Chicago,3400 block of W Monroe,1,3.0
3440,November 5 2016,South Carolina,Myrtle Beach,803 Main St,0,5.0
3442,November 5 2016,California,Oakland,420 14th Street,0,8.0
3443,November 5 2016,Illinois,Chicago,4800 block of North Winthrop,0,5.0
3445,November 3 2016,Illinois,Chicago,8000 block of S Shore Dr,2,2.0
3446,November 3 2016,New Jersey,Orange,234 Cleveland Street,2,2.0
3447,November 2 2016,Arkansas,Little Rock,2111 Bragg Street,1,4.0
3448,November 1 2016,Tennessee,Memphis,5200 block of Zodiac Rd,1,5.0
3452,October 30 2016,New York,New York (Manhattan),135 Ridge Street,0,4.0
3453,October 30 2016,New York,Newburgh,119 First Street,2,5.0
3454,October 30 2016,Texas,San Antonio,2900 block of Aspen Meadow,0,5.0
3455,October 29 2016,California,Los Angeles,1600 block of Century Boulevard,0,5.0
3456,October 29 2016,Ohio,Dayton,2010 Cornell Ridge Dr,1,3.0
3460,October 27 2016,Georgia,Jackson,600 block of Moccasin Gap Road,4,0.0
3461,October 25 2016,Ohio,Dayton,3300 block of Riverside Dr,1,3.0
3466,October 17 2016,Illinois,Chicago (Englewood),6700 block of South Winchester,1,4.0
3468,October 15 2016,Illinois,Rockford,7801 East State St,1,5.0
3469,October 15 2016,California,Los Angeles,2918 Rimpau Blvd,4,11.0
3471,October 13 2016,Illinois,Chicago,2700 block of West Lexington,0,4.0
3474,October 8 2016,New York,Brooklyn,7301 3rd Ave,0,4.0
3480,September 29 2016,California,San Francisco,400 block of Ellis St,1,3.0
3481,September 26 2016,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4.0
3486,September 23 2016,Washington,Burlington,201 Cascade Mall Dr,5,0.0
3488,September 18 2016,Pennsylvania,Pittsburgh,1700 block of Brighton Pl,0,4.0
3489,September 18 2016,Virginia,Lynchburg,421 Rivermont Ave,1,3.0
3490,September 17 2016,District of Columbia,Washington,2600 block of Birney Pl SE,2,7.0
3492,September 17 2016,Florida,Orlando,3918 Columbia St,1,6.0
3493,September 17 2016,Indiana,Indianapolis,2016 West 76th Street,2,2.0
3496,September 14 2016,Texas,Humble,16000 block of Saybrook,1,3.0
3501,September 11 2016,North Carolina,New Bern,1100 block of Highway 70,0,5.0
3502,September 11 2016,Indiana,Fort Wayne,3006 Holton Avenue,3,1.0
3503,September 11 2016,New Jersey,Jersey City,87 Van Wagenen Ave,1,3.0
3504,September 10 2016,Florida,Miami,3451 Northwest 36 Street,1,3.0
3506,September 8 2016,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,1,4.0
3507,September 5 2016,Illinois,Chicago,2700 block of W Lexington Ave,2,3.0
3508,September 5 2016,Pennsylvania,Reading,600 block of Moss Street,0,4.0
3510,September 3 2016,North Carolina,Wilmington,600 block of North 30th St,1,3.0
3512,August 30 2016,Georgia,Atlanta,400 Merritts Avenue NE,0,4.0
3514,August 29 2016,New Jersey,Egg Harbor City,907 White Horse Pike,1,5.0
3515,August 28 2016,Texas,Lubbock,2200 block of 17th St,0,6.0
3516,August 28 2016,New York,Bronx,514 E 156th St,0,4.0
3518,August 28 2016,Alabama,Dadeville,512 E Columbus St,0,5.0
3519,August 27 2016,Alabama,Bessemer (Brighton),3810 7th Ave,1,6.0
3522,August 21 2016,Massachusetts,Boston,Westview and Stratton Street,0,4.0
3524,August 20 2016,Connecticut,Hamden,903 Dixwell Ave,0,4.0
3525,August 20 2016,Washington,Tacoma,900 block of Pacific Avenue,0,5.0
3528,August 17 2016,California,Oakland,Mandela Parkway,0,4.0
3529,August 14 2016,Virginia,Norfolk,1600 block of Selden Avenue,0,4.0
3530,August 14 2016,Minnesota,Minneapolis,1717 Plymouth Ave N,0,5.0
3533,August 13 2016,New York,Richmond Hill,Jamaica Ave and 105th St,0,4.0
3535,August 12 2016,Florida,Jacksonville,100 block of West 38th Street,1,3.0
3536,August 12 2016,Texas,Dallas,10921 Estate Ln,1,3.0
3537,August 11 2016,Pennsylvania,Philadelphia,500 block of E Ashmead St,0,4.0
3538,August 10 2016,Illinois,Evanston,Foster Street and Jackson Avenue,0,4.0
3542,August 7 2016,California,Los Angeles,5925 South Figueroa Street,1,3.0
3543,August 7 2016,Colorado,Arvada,5400 block of Sheridan Boulevard,2,2.0
3544,August 7 2016,Mississippi,Vicksburg,4460 Clay St,1,3.0
3545,August 7 2016,Illinois,Chicago,100 block of South Springfield,0,4.0
3548,August 5 2016,California,Perris,21600 block of Rider St,2,2.0
3553,July 31 2016,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1.0
3556,July 30 2016,Washington,Mukilteo,10009 Chennault Beach,3,1.0
3557,July 30 2016,Georgia,Townsend (Eulonia),14699 Highway 17,0,5.0
3559,July 28 2016,New York,Elmira,303 College Ave,0,5.0
3562,July 25 2016,Florida,Fort Myers,3580 Evans Ave,2,19.0
3564,July 23 2016,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4.0
3565,July 23 2016,Ohio,Cincinnati,3400 block of Beekman St,2,2.0
3566,July 23 2016,New York,Brooklyn,Fountain Avenue,0,4.0
3570,July 20 2016,California,Fresno,5100 block of E Hedges Ave,0,4.0
3571,July 19 2016,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4.0
3572,July 17 2016,Michigan,Detroit,Grand River and McGraw avenue,0,4.0
3576,July 16 2016,Ohio,Cleveland,5000 block of Euclid Avenue,0,5.0
3577,July 16 2016,California,Bakersfield,621 Stephens Dr,1,14.0
3578,July 16 2016,California,San Bernardino,1200 block of West 25th Street,0,4.0
3580,July 15 2016,Washington,Woodland,4006 NW 417th Street,3,1.0
3581,July 14 2016,Texas,Crosby,400 block of Pecan Avenue,3,1.0
3582,July 14 2016,California,Oakland,1600 block of 7th Street,0,4.0
3583,July 14 2016,Ohio,Akron,900 block of Moeller Avenue,1,3.0
3586,July 11 2016,Maryland,Baltimore,1800 block of W. North Avenue,0,5.0
3587,July 11 2016,Michigan,Jackson,500 block of Summit Avenue,0,4.0
3588,July 11 2016,Michigan,Saint Joseph,811 Port St,3,2.0
3589,July 11 2016,District of Columbia,Washington,5100 block of Call Pl SE,0,4.0
3591,July 7 2016,Texas,Dallas,800 Main St,5,9.0
3592,July 7 2016,Tennessee,Bristol,536 Volunteer Pkwy,1,4.0
3593,July 5 2016,California,Los Angeles,56th Street and Naomi Avenue,0,4.0
3594,July 4 2016,New York,Brooklyn,419 Chauncey St,0,7.0
3595,July 4 2016,Texas,Houston,1312 Robin,3,2.0
3596,July 4 2016,Pennsylvania,Pittsburgh,Seventh  Ave and Liberty Ave,0,4.0
3597,July 4 2016,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4.0
3598,July 4 2016,Ohio,Cleveland,1400 block of W. 107 Street,0,4.0
3600,July 3 2016,Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3.0
3603,June 29 2016,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0.0
3604,June 28 2016,California,Los Angeles,13800 block of S Avalon Boulevard,1,3.0
3607,June 26 2016,South Carolina,Bennettsville,Highway 38 N,0,4.0
3609,June 26 2016,Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4.0
3610,June 26 2016,Texas,Houston,6000 block of Elm Street,1,3.0
3612,June 25 2016,Texas,Fort Worth,2466 East Lancaster Avenue,2,5.0
3613,June 25 2016,Virginia,Norfolk,700 block of Craig Street,0,4.0
3615,June 24 2016,Kansas,Kansas City,N. 3rd and Walker,0,4.0
3616,June 24 2016,Connecticut,Hartford,Brook and Winter Street,0,5.0
3617,June 24 2016,Maryland,District Heights,3100 block of Orleans Ave,3,2.0
3618,June 22 2016,Georgia,Stone Mountain,Lancashire Cir and Central Dr,1,3.0
3622,June 21 2016,Kentucky,Louisville,2802 Rodman Street,2,2.0
3623,June 19 2016,Virginia,Roanoke,2328 Melrose Avenue,0,4.0
